id,title,year,doi,n_citation,degree_centrality,betweenness_centrality,closeness_centrality,doc_type,reference_count,references
45,Quickly evidence surface.,1995,https://doi.org/10.1000/402696,43,0.0025012506253126563,0.0015538584488694219,0.13276824399651277,Conference,20,171;459;599
46,Help article action mother security claim.,2000,https://doi.org/10.1000/720221,105,0.0035017508754377185,0.0029943671336261166,0.14504294170749185,Journal,47,485;420;1684;1363;1071
47,Authority when quickly benefit other occur.,2024,https://doi.org/10.1000/628993,485,0.0025012506253126563,0.001938504624057928,0.13959799345207827,Conference,14,1835;1252;535;105;646;678;756
48,Ok method international show town drive.,1993,https://doi.org/10.1000/180046,60,0.005502751375687844,0.006125448917423767,0.16274503301824875,Journal,49,621;1214;630;1195;1626;264;208;1604
49,Citizen alone religious push bar.,2013,https://doi.org/10.1000/445941,306,0.0035017508754377185,0.002692652947355462,0.1446534220886485,Journal,14,1241;595;528;1344
50,Pressure door reach.,1995,https://doi.org/10.1000/211821,109,0.0035017508754377185,0.0026204154058599442,0.1375455583552823,Journal,1,633;1579;1691;566;44
51,President stage raise.,1995,https://doi.org/10.1000/465873,447,0.004502251125562781,0.004264612231176837,0.14396219734553437,Conference,9,1064;1510;1356;1428;1598
52,Successful threat nice pressure order notice.,2011,https://doi.org/10.1000/326297,161,0.00400200100050025,0.004611105981088905,0.14982309934468246,Journal,29,1649;717;1640;326;1417;1961;304
53,Strong nearly form.,1998,https://doi.org/10.1000/673204,437,0.0035017508754377185,0.003203063664258314,0.1389541315373134,Conference,18,1477;1454;1306;123;1672;1712;720;29
54,Study call reality PM everything.,2024,https://doi.org/10.1000/922771,360,0.0035017508754377185,0.0025291230190248306,0.15716191429047857,Conference,41,79;1163;839;53;976;1244;1755
55,Full politics raise write must deep.,1994,https://doi.org/10.1000/268986,352,0.002001000500250125,0.0,0.0,Journal,5,65
56,Letter pay service kid measure.,2024,https://doi.org/10.1000/253748,428,0.0015007503751875936,0.000977478418813465,0.13035356780766447,Journal,27,1642
57,General item then hold table new.,2005,https://doi.org/10.1000/493393,339,0.00400200100050025,0.0037924660096721272,0.14493650119254017,Journal,31,1102;168
58,Whether fish discover stand current spend.,1992,https://doi.org/10.1000/936430,308,0.0025012506253126563,0.0025316236704094365,0.13788699485108313,Journal,17,389;841;887;774
59,Garden sometimes send.,2017,https://doi.org/10.1000/398841,362,0.003001500750375187,0.0005943435130250761,0.14718069476072806,Conference,37,1585;278;1258;1221;1165;115;1098;179
60,Positive everything each.,1995,https://doi.org/10.1000/590987,196,0.003001500750375187,0.0036975369561382215,0.1406696146427123,Conference,17,1774;699;1198;235;175;532
61,Involve do network opportunity thank.,1992,https://doi.org/10.1000/528902,264,0.00400200100050025,0.005320918605143126,0.1513411026500905,Conference,12,820
62,Institution return art.,1994,https://doi.org/10.1000/398351,224,0.00400200100050025,0.004059182511028834,0.13193062054667207,Conference,12,1075;491;67;1768;1314;1009;864;1043;783;339
63,Newspaper election tough theory run full.,2005,https://doi.org/10.1000/954521,368,0.002001000500250125,0.0007351767577038449,0.13415103778304246,Conference,28,824;282;885
64,Form spend avoid standard year spend.,2021,https://doi.org/10.1000/334511,237,0.0015007503751875936,0.0,0.0,Journal,13,1199;480;1594;471;457;141;1074;475;1153;1311
65,True because unit president draw court.,1999,https://doi.org/10.1000/368745,98,0.0025012506253126563,0.0023985380282810042,0.12919764868624165,Conference,16,1758;602;1541;1061;1048;755
66,Office available responsibility adult.,2025,https://doi.org/10.1000/559432,492,0.00400200100050025,0.00365959695902445,0.14089261656827146,Conference,20,1133;602;800;958
67,Safe want evidence follow.,2025,https://doi.org/10.1000/324769,183,0.003001500750375187,0.0011559644350713084,0.13195020790032758,Journal,31,723;419;1645;1409;1380;1489;260;61
68,Realize leg subject.,2008,https://doi.org/10.1000/483362,172,0.003001500750375187,0.0008017660010323013,0.13955415330339271,Journal,42,745;1387;1016;686;654;1886;423;1031;447
69,Again key least of personal follow much.,2004,https://doi.org/10.1000/850400,22,0.0025012506253126563,0.0,0.0,Journal,24,1862;1081;1006
70,Miss debate news.,1993,https://doi.org/10.1000/543765,401,0.005502751375687844,0.008835953012886049,0.15410969747054906,Conference,27,1616;732;199;1316;1939;1221
71,Shake point next.,2023,https://doi.org/10.1000/119762,235,0.003001500750375187,0.0006718823741355143,0.15636006778899653,Journal,47,420;845;681;393;712;1630;1542;1196;294
72,Hope difference bag property collection.,2014,https://doi.org/10.1000/757808,325,0.0015007503751875936,0.000884472902426324,0.1414419710850094,Conference,46,1745
73,Whole tend however.,2025,https://doi.org/10.1000/966298,408,0.0025012506253126563,0.0,0.0005002501250625312,Conference,50,1944;1067
74,Wrong someone forget million poor sign.,2015,https://doi.org/10.1000/386668,10,0.00400200100050025,0.005391108556871232,0.15256211918507534,Conference,35,675;67;1029;550;244
75,Deal still station really avoid study.,2006,https://doi.org/10.1000/545054,372,0.0005002501250625312,0.0,0.12149308301563044,Conference,9,261;255
76,Issue each hundred item cold without.,2010,https://doi.org/10.1000/531522,471,0.00400200100050025,0.0033250047633185185,0.1485708166687824,Conference,50,1336;822;290;1807;1463;58;1732;1705;313;1557
77,Every than rest recognize.,2015,https://doi.org/10.1000/312985,184,0.006503251625812906,0.005202577576442116,0.15567535913691652,Conference,44,1689;1633;1833;1004;234
78,Court green present its father.,2009,https://doi.org/10.1000/875318,45,0.0025012506253126563,0.00039544274995333844,0.11401547470335553,Conference,12,1367
79,Daughter production executive difficult must standard.,2004,https://doi.org/10.1000/411283,38,0.0035017508754377185,0.004009529761718251,0.15036809496872622,Journal,45,650;1433;1513;752;152;1385;1419;1403
80,Painting point attack turn decide generation.,2013,https://doi.org/10.1000/619946,80,0.0035017508754377185,0.001577024824247851,0.12945169693578856,Journal,28,1649;1577;98;163;639;719;619;472;1444
81,Push conference rather attention compare.,2017,https://doi.org/10.1000/244584,187,0.002001000500250125,0.002138139213138066,0.13784422261537904,Conference,4,1451;1864;758;1259;1625;1646;1748;169;1039;905
82,Become follow position cost.,2019,https://doi.org/10.1000/596914,116,0.00400200100050025,0.0016679675967653294,0.12625195330814068,Journal,23,1654;1860;1361;1186;1120;136
83,Reach how seem watch top.,1992,https://doi.org/10.1000/184765,8,0.0015007503751875936,0.0,0.0,Conference,26,90;1785;281;1752;1116;1144;46;1067
84,Old worry task best seem beyond.,2022,https://doi.org/10.1000/132981,346,0.0025012506253126563,0.002204403666681933,0.1222911077141598,Conference,6,1941;1065;783;1855;269;1867;922;1617
85,Fund something example staff worry media kid.,1998,https://doi.org/10.1000/577113,423,0.003001500750375187,0.0026860995491509573,0.1452919119360236,Journal,50,1171;318;1354;1397;417
86,Listen candidate operation company experience present.,2015,https://doi.org/10.1000/269740,163,0.003001500750375187,0.0029819222149434386,0.13130688118677053,Conference,13,380;28;1819;1440;1793
87,Face field drug good.,2015,https://doi.org/10.1000/519394,404,0.0025012506253126563,0.00041947952660555327,0.14059173065137331,Journal,20,1808;111;685;720
88,Our store experience player.,2006,https://doi.org/10.1000/988889,426,0.003001500750375187,0.0,0.0,Conference,34,1901;1386;564;129;1688;260;1246;1906
89,North gas administration.,1992,https://doi.org/10.1000/155625,90,0.0025012506253126563,0.0032847467874622003,0.12607285982164074,Journal,36,1867;912;1224;1691;1742
90,Get nor southern.,1999,https://doi.org/10.1000/982816,286,0.0010005002501250625,0.0,0.0,Conference,13,15;1922;1747;978;853;1776;652
91,One along example loss unit.,2013,https://doi.org/10.1000/110427,290,0.00400200100050025,0.001506998695135061,0.12664775565552638,Conference,4,1608;367;494;124;1704;1682;274
92,Various film decide voice describe.,2024,https://doi.org/10.1000/363545,163,0.002001000500250125,0.0006143889252110031,0.11069256760650846,Journal,44,1082;1899;157;567;1990;269;1592;1185
93,Improve hit idea authority something.,1995,https://doi.org/10.1000/119928,280,0.00400200100050025,0.0025011871553316423,0.1318229939650929,Conference,47,37;980
94,Day support gun certain.,1997,https://doi.org/10.1000/134762,100,0.0035017508754377185,0.0028325594474011787,0.15448472541502806,Journal,48,626;287
95,Star bed trip especially.,2004,https://doi.org/10.1000/133116,183,0.0050025012506253125,0.005941542438808548,0.14382241691280143,Conference,4,319;1070;1333;965;95
96,Nice bit wonder.,1992,https://doi.org/10.1000/569686,195,0.0025012506253126563,0.0008271927568994414,0.13562500004771197,Journal,3,1402;1117;1001;168;886;663
97,Environment according west spring reflect know.,2000,https://doi.org/10.1000/774250,110,0.00400200100050025,0.0049248559663494,0.14753496436133073,Journal,3,1979;751;569;59
98,Very also sister individual building.,2022,https://doi.org/10.1000/157784,216,0.004502251125562781,0.004314988061432152,0.15365674711491292,Conference,43,196;16;903;1176;1596;308;1808;553;1029;470
99,Raise suggest news.,2014,https://doi.org/10.1000/873567,137,0.00400200100050025,0.002304571796841375,0.12353195153417978,Conference,22,582
100,Speech attention crime skin if continue.,1993,https://doi.org/10.1000/679680,460,0.003001500750375187,0.0025889338104656307,0.13800475548333171,Journal,16,1537;1643
101,Your offer say.,2020,https://doi.org/10.1000/325195,25,0.0015007503751875936,0.0,0.1372984331672009,Conference,48,1323
102,Wife number picture significant.,2025,https://doi.org/10.1000/179096,481,0.002001000500250125,0.000593315748932773,0.13099721796929123,Conference,7,1954;541;1967;644;1121;1190;1695;1197;469;690
103,Risk smile politics what.,2011,https://doi.org/10.1000/870165,299,0.0035017508754377185,0.006007497844858096,0.14988626786620396,Journal,42,1566;643;220;377;705
104,Consumer site stay.,2015,https://doi.org/10.1000/389929,116,0.002001000500250125,0.0,0.14061859442444472,Conference,21,347;481;1413;769
105,Play notice fight study item.,2005,https://doi.org/10.1000/840077,487,0.003001500750375187,0.005202079618781243,0.1444418373659445,Conference,49,1772;966;1862;1312;275;1771;1629
106,Democrat lay billion enjoy future clearly.,2011,https://doi.org/10.1000/669587,197,0.00400200100050025,0.002931319621854433,0.1616351050855063,Journal,18,1522;1596;313;1813
107,Land network quickly.,2004,https://doi.org/10.1000/587890,207,0.003001500750375187,0.0011897799383933762,0.13613397033202976,Journal,24,247;1260;1486;402;528;964;1068;787;912
108,Sense almost which ball quality.,2025,https://doi.org/10.1000/849343,452,0.003001500750375187,0.0022813776167648317,0.15589381254387938,Conference,11,1476;255;560;1474;1684;1167;1598;1734
109,Toward remember cup worry body billion.,2018,https://doi.org/10.1000/198214,203,0.0035017508754377185,0.0022651313962050584,0.13733301789579794,Conference,17,1384;961;754;999;1283;21;858
110,Staff material assume idea information as.,2002,https://doi.org/10.1000/477132,488,0.005502751375687844,0.005634353795002644,0.145960030434005,Conference,33,1260;741;1499;480;1152;1155;1400;1361;155;1234
111,Speech enough others federal force time.,2020,https://doi.org/10.1000/197882,2,0.0025012506253126563,0.0008924981863635575,0.14752271977967574,Journal,50,108;1711;582;1618;1934;1958;752;225;130;468
112,Summer kid face ok world.,2013,https://doi.org/10.1000/518204,61,0.007503751875937968,0.010817292505741077,0.1634033140857982,Conference,19,59;359;1046;658;323
113,Only month a despite national find.,2003,https://doi.org/10.1000/154216,194,0.004502251125562781,0.00450477776722019,0.13415103778304246,Conference,34,1151
114,Bill keep thus future up.,2013,https://doi.org/10.1000/872640,500,0.0015007503751875936,0.0003392496861453563,0.11919938644214813,Journal,34,1150;847
115,With office to.,2008,https://doi.org/10.1000/137718,61,0.002001000500250125,0.0005678977891391284,0.1396967345665917,Conference,1,1154;238;340
116,Condition thousand heavy power Democrat foreign.,1990,https://doi.org/10.1000/146473,212,0.0035017508754377185,0.0021029309846562114,0.1478417408820854,Conference,22,183;1773;1718;260;303;595
117,Letter question material director.,1997,https://doi.org/10.1000/377901,400,0.00400200100050025,0.0036785344076720934,0.1549290726597501,Conference,1,1650;736;1707;1027
118,Thank itself bit girl full.,2014,https://doi.org/10.1000/494830,458,0.003001500750375187,0.0024962537512930355,0.13468979697092617,Journal,20,928;260;580;911;1532
119,Arrive stay fight.,2019,https://doi.org/10.1000/501871,97,0.002001000500250125,0.0006035146659982641,0.14125089404206237,Conference,33,107;250;532;1778;116;497;1186;867
120,Everybody radio produce.,2020,https://doi.org/10.1000/615554,41,0.004502251125562781,0.003434858074053212,0.1611807445253276,Conference,5,1937;75;1719;78;731
121,Recent necessary ago lay.,2013,https://doi.org/10.1000/682245,97,0.0035017508754377185,0.004915493509673006,0.16033747525034392,Conference,43,333;718;1942;960;1063;798
122,Tv letter stock Republican no from.,2002,https://doi.org/10.1000/200103,3,0.003001500750375187,0.0023851857991149866,0.13199920173958954,Journal,3,808;177;426
123,Nation offer majority one test.,2022,https://doi.org/10.1000/914445,490,0.0015007503751875936,8.602983145810117e-05,0.11912748814592272,Journal,17,1064;156;935;1745;929;1516;951
124,High floor why capital happy better.,2021,https://doi.org/10.1000/221405,439,0.0010005002501250625,0.0,0.12434575079293665,Journal,42,748;1368;81;1381
125,Current quality affect.,2015,https://doi.org/10.1000/704851,348,0.002001000500250125,0.0012466510914264203,0.13837001795308365,Journal,5,1528;944;68;858;1488
126,Smile understand lot lawyer identify part.,1996,https://doi.org/10.1000/734752,456,0.0025012506253126563,0.002075830495105492,0.14393888174146188,Journal,17,1840;1821;1379;1378;699;767;910;1064
127,Fast move well time.,2010,https://doi.org/10.1000/776527,387,0.0015007503751875936,0.000581670094204139,0.10183335724006375,Conference,40,1138;1814;1130;1384;591;1229;449;877;861;1045
128,Remain money occur before should.,2008,https://doi.org/10.1000/812640,116,0.00400200100050025,0.004191154700434969,0.13165700693469468,Conference,5,1167;430;983;350;1326;1308;182;1498;530
129,Political spend fast.,2023,https://doi.org/10.1000/714081,472,0.002001000500250125,0.0003063871011733832,0.11044496400057864,Journal,50,1517;868;1498;39;112;135;1819
130,Attorney analysis international then I.,1994,https://doi.org/10.1000/787534,447,0.0050025012506253125,0.010308060917377265,0.15852147067023212,Conference,27,709;924;82;353;579;257;52;261;288;1848
131,The run finally travel policy tend.,1994,https://doi.org/10.1000/500013,419,0.00400200100050025,0.0027368354929796493,0.15096834131351392,Conference,23,1144
132,Crime dinner even them.,1999,https://doi.org/10.1000/539394,375,0.0025012506253126563,0.0013940359140737105,0.11542965456362833,Journal,4,73;1952;1176;1547;1275;322;499
133,Until matter senior simply.,2010,https://doi.org/10.1000/388733,388,0.0015007503751875936,0.0,0.0,Conference,41,378;471
134,Challenge without support.,1990,https://doi.org/10.1000/235400,70,0.003001500750375187,0.004472929234627511,0.1314233826710028,Journal,14,1822;210;114;100;1081;783
135,Really agency special technology goal citizen.,2016,https://doi.org/10.1000/433752,392,0.004502251125562781,0.004632872132861599,0.14724165429301797,Conference,26,573;1103;176;1622;959;155;1418;106;540
136,Hear second defense Congress newspaper sing.,2017,https://doi.org/10.1000/478009,25,0.003001500750375187,0.005413027861733142,0.16075800403593313,Journal,50,1234;1263;1322;1020;1641;1296
137,It garden southern technology.,2003,https://doi.org/10.1000/967786,23,0.0035017508754377185,0.002272922581524595,0.13943373475253473,Conference,23,844;1494;474;418;758;946;1837;9;20;1428
138,A low college.,2004,https://doi.org/10.1000/126454,462,0.0015007503751875936,0.0,0.0,Conference,4,1041;1787;1611;125;1649;70;77;620;906
139,Hair best total dog.,1999,https://doi.org/10.1000/980691,61,0.003001500750375187,0.0011082301551065344,0.15274566044730709,Conference,9,1241
140,At glass decade.,1992,https://doi.org/10.1000/934849,491,0.0035017508754377185,0.003634151234347326,0.15372319040260424,Conference,30,1710;1204;414;1129
141,So edge similar.,2018,https://doi.org/10.1000/523532,477,0.0050025012506253125,0.006144674440290565,0.14391557368839064,Journal,16,765;89;1352;675;1256
142,Consider total like long major.,1998,https://doi.org/10.1000/596438,96,0.004502251125562781,0.0023480457686122606,0.10883549171107719,Journal,49,1614;686;1612;1793;1457
143,Give mean when court.,2021,https://doi.org/10.1000/699425,284,0.00400200100050025,0.0034657836426166383,0.13958703083283436,Journal,44,874;1355;1540;404;1217;1952
144,Herself wrong eat another throughout.,1990,https://doi.org/10.1000/347254,279,0.0035017508754377185,0.0024870945580483367,0.13921532351388727,Journal,30,240;368;1867;1673;1755;1949;1153;905;313
145,Today boy build want ball quite.,2021,https://doi.org/10.1000/413289,274,0.003001500750375187,0.0017195055360613007,0.1489817492771195,Conference,5,1929
146,Keep nature energy hot against minute.,2004,https://doi.org/10.1000/517299,395,0.003001500750375187,0.002086626963771419,0.1480634111308049,Journal,38,1929;1950;1547;93;923;120;134
147,History know loss our trial.,1991,https://doi.org/10.1000/319083,210,0.00400200100050025,0.0051921126224831055,0.15006342343818596,Journal,33,1948
148,Mouth make operation.,2009,https://doi.org/10.1000/764175,176,0.002001000500250125,0.0012275586539025444,0.12565398350242563,Conference,34,957;601;1807;1419
149,Perhaps drop difficult.,1996,https://doi.org/10.1000/649358,125,0.0025012506253126563,0.00016432581881973242,0.09885991382788169,Conference,30,1197;1624;275;481;517;208;608
150,Treat culture save.,1997,https://doi.org/10.1000/273273,412,0.0025012506253126563,0.004939007344729192,0.1442659890126867,Conference,34,1537;199;1426;1022;1495;824;1996;1805;1665;1615
151,Seat around on town what yard.,1990,https://doi.org/10.1000/870701,346,0.0015007503751875936,0.0005901624572070907,0.1482239201655531,Conference,9,1073;1709;232;1633;609;612;1412;1959;1770;1982
152,Although mind piece worker.,2025,https://doi.org/10.1000/156809,308,0.003001500750375187,0.0014732538800128145,0.14785403848155987,Conference,13,79;1809;1695;1761;1114;1531;1496
153,South accept kitchen police world opportunity.,2010,https://doi.org/10.1000/254613,349,0.0015007503751875936,0.0002795315275084571,0.1212814717948494,Journal,16,736
154,Themselves air court especially nor.,1999,https://doi.org/10.1000/817339,41,0.003001500750375187,0.0028729259926557923,0.12820984208203354,Conference,28,470;1646;1345
155,Fear defense yourself.,2015,https://doi.org/10.1000/431022,12,0.002001000500250125,0.0004896985229256625,0.14289743955505368,Conference,21,553;575;1407;1644;291;1646
156,Community father bed bed.,2022,https://doi.org/10.1000/978924,115,0.0025012506253126563,0.0023214005618176405,0.1290382033121824,Conference,40,1741;1472;708;559
157,Include can floor.,1994,https://doi.org/10.1000/408007,31,0.0005002501250625312,0.0,0.10566435236620686,Journal,4,694;1785;47;1320
158,Little up wait themselves leg capital.,2014,https://doi.org/10.1000/617340,220,0.002001000500250125,0.0021200408198645882,0.1437410036087104,Conference,5,1727;1814;1514;430;745
159,Reduce car population face.,1996,https://doi.org/10.1000/872721,433,0.003001500750375187,0.0033597387357600793,0.1334961510045297,Conference,28,562;1268;640;947;959;594;1750
160,Happen order suggest admit.,2019,https://doi.org/10.1000/367156,428,0.003001500750375187,0.0036906545935828363,0.14817449571734853,Conference,11,1121;253;574;1088;319;266;1524;872;128;1785
161,Eye toward cause whose sign.,1996,https://doi.org/10.1000/166531,391,0.00400200100050025,0.006014572540340397,0.15933141364515174,Journal,16,1316;653;146;1897;766;167;1563;1907;356
162,Imagine success few.,1990,https://doi.org/10.1000/139283,473,0.0015007503751875936,0.0,0.13203432937282517,Journal,34,588;1461;844;63;1535
163,Half ask store possible tree.,2012,https://doi.org/10.1000/790976,121,0.004502251125562781,0.005953322061073813,0.14910672348169723,Journal,48,1362;655;494;1457
164,Rule plant everyone those data.,2020,https://doi.org/10.1000/338387,196,0.003001500750375187,0.0020885999919634407,0.14229116639651881,Journal,44,682;1314;166
165,Full song upon improve.,2018,https://doi.org/10.1000/442805,430,0.002001000500250125,0.002253439948676457,0.1259121095576477,Journal,25,1874;334;81;668;754;813;1940;1962;321
166,Team few respond everything hair.,2015,https://doi.org/10.1000/818504,63,0.0025012506253126563,0.0016598529798671315,0.13230377749351044,Conference,33,760
167,Call government exactly section home move.,2002,https://doi.org/10.1000/653415,178,0.00400200100050025,0.0022416505865531723,0.1317839005505125,Conference,8,950;1586;874
168,Rise conference speech city natural set.,1991,https://doi.org/10.1000/257324,86,0.00400200100050025,0.009033655592456877,0.15429698356122507,Journal,32,947;64;1665;980;1369;1570;1507;521
169,Home interest trade capital.,2013,https://doi.org/10.1000/877498,278,0.00400200100050025,0.0049289159722715565,0.1614149337654661,Journal,5,119;8;1783;1276;1326;1569
170,Commercial same officer family.,2017,https://doi.org/10.1000/496036,154,0.0015007503751875936,0.0024297231880383613,0.14278265327538858,Journal,48,984;1821;432;1071;875
171,Time employee like need everyone out.,2015,https://doi.org/10.1000/385338,463,0.0010005002501250625,0.0,0.12168417519297843,Conference,8,1976;1772
172,Exist role available old.,2009,https://doi.org/10.1000/400306,486,0.0010005002501250625,0.0005921666085081127,0.12133114338739337,Conference,27,673;448
173,Be perform I likely no.,2025,https://doi.org/10.1000/850380,154,0.0050025012506253125,0.005957639452246229,0.14997479333659408,Journal,41,891;1699;235;435;389;437
174,Analysis determine how often.,2021,https://doi.org/10.1000/967135,283,0.003001500750375187,0.002683059600794355,0.14226838887668583,Conference,28,1074;597;546
